subject_id,trial_id,task,fold,bin_start,bin_end,train_accuracy,test_accuracy,train_roc_auc,test_roc_auc,n_classes,n_train,n_test,n_features_post_norm,normalization,fold_seconds,cell,eval,ref_kind,view_kind,f0_hz,cap_hz,octave_step,half_bw
2,0,global_flow,0,-0.0,1.0,1.0,0.5428571428571428,1.0,0.5569835846316207,2,1750,875,151725,per_session_robust_mad_cf,13.507677555084229,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,global_flow,1,-0.0,1.0,1.0,0.5554285714285714,1.0,0.576382140580755,2,1750,875,151725,per_session_robust_mad_cf,13.665077447891235,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,local_flow,0,-0.0,1.0,1.0,0.5382857142857143,1.0,0.5443925477780216,2,1750,875,151725,per_session_robust_mad_cf,13.385627746582031,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,local_flow,1,-0.0,1.0,1.0,0.5508571428571428,1.0,0.5704209899376196,2,1750,875,151725,per_session_robust_mad_cf,12.929971933364868,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,frame_brightness,0,-0.0,1.0,1.0,0.5314285714285715,1.0,0.5382015192836171,2,1750,875,151725,per_session_robust_mad_cf,13.831082820892334,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,frame_brightness,1,-0.0,1.0,1.0,0.5817142857142857,1.0,0.6198969729266586,2,1750,875,151725,per_session_robust_mad_cf,13.112537145614624,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,face_num,0,-0.0,1.0,1.0,0.5508571428571428,1.0,0.5509963115053864,2,1750,875,151725,per_session_robust_mad_cf,14.571446180343628,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,0,face_num,1,-0.0,1.0,1.0,0.5725714285714286,1.0,0.6016687042203483,2,1750,875,151725,per_session_robust_mad_cf,13.591681718826294,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,onset,0,-0.0,1.0,1.0,0.75,1.0,0.8132667505504876,2,1496,748,151725,per_session_robust_mad_cf,11.52497100830078,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,onset,1,-0.0,1.0,1.0,0.8770053475935828,1.0,0.8927103291486747,2,1496,748,151725,per_session_robust_mad_cf,11.956228017807009,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,speech,0,-0.0,1.0,1.0,0.7462857142857143,1.0,0.8158822084992111,2,1750,875,151725,per_session_robust_mad_cf,15.693687915802002,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
