-49.000 6.000 31.000
-56.000 -12.000 17.000
-52.000 25.000 13.000
-47.000 34.000 15.000
-46.000 15.000 25.000
-52.000 15.000 8.000
-52.000 2.000 9.000
-49.000 -6.000 40.000
-41.000 15.000 37.000
-49.000 38.000 -1.000
-49.000 -15.000 44.000
-55.000 -1.000 -9.000
info
numpoints 12
useRealRAS 1
