-42.162 37.834 17.022
-42.692 36.527 17.450
-43.483 35.303 17.372
-44.335 33.456 17.752
-45.243 32.300 17.347
-46.147 30.706 17.299
-46.922 29.028 17.485
-47.611 27.823 17.350
-48.407 26.071 17.485
-49.403 24.668 16.830
-49.900 22.905 17.550
-50.638 21.606 17.245
-51.387 19.931 17.273
-52.251 18.343 16.919
-52.688 17.085 17.254
-53.606 15.337 16.887
-53.940 14.097 17.429
-54.887 12.416 16.782
-55.466 11.069 16.643
-56.073 9.157 16.996
-56.711 7.935 16.422
-57.220 6.246 16.537
-42.808 38.086 15.735
-43.517 36.627 16.031
-44.446 35.610 15.462
-45.040 34.219 15.831
-46.122 32.565 15.553
-47.005 30.980 15.476
-47.901 29.302 15.387
-48.410 27.772 15.859
-49.233 26.550 15.350
-50.084 24.728 15.293
-50.628 23.469 15.334
-51.367 21.655 15.459
-51.818 20.396 15.698
-52.501 18.979 15.517
-53.248 17.170 15.643
-54.135 15.494 15.179
-54.754 14.131 15.055
-55.228 12.922 15.150
-56.085 10.807 15.083
-56.612 9.522 14.949
-57.192 8.094 14.709
-57.729 6.139 15.011
-43.595 38.603 13.832
-44.242 37.268 14.081
-45.414 35.324 13.988
-46.018 34.323 13.910
-46.757 32.748 14.155
-47.693 31.123 13.979
-48.587 29.448 13.846
-48.932 28.377 14.195
-49.753 26.768 14.010
-50.623 24.842 13.936
-51.307 23.442 13.701
-51.867 22.122 13.677
-52.413 20.589 13.909
-53.037 19.152 13.804
-53.699 17.745 13.565
-54.581 15.865 13.254
-55.291 14.110 13.303
-55.654 12.945 13.702
-56.408 11.527 13.003
-56.900 9.882 13.467
-57.555 8.098 13.390
-58.146 6.461 13.128
-44.415 38.818 11.972
-45.413 37.220 11.847
-46.217 35.723 11.935
-46.920 34.517 11.840
-47.917 32.651 11.829
-48.291 31.557 12.238
-49.249 29.826 11.982
-50.024 28.133 11.988
-50.688 26.852 11.725
-51.251 24.965 12.263
-51.975 23.509 11.888
-52.307 22.627 11.909
-53.136 20.816 11.501
-53.836 19.074 11.374
-54.314 17.650 11.638
-55.098 15.720 11.581
-55.640 14.515 11.328
-56.289 12.838 11.365
-56.835 11.361 11.478
-57.385 10.012 11.229
-57.918 8.157 11.784
-58.525 6.521 11.421
-45.185 38.778 10.392
-45.652 37.794 10.620
-46.751 35.755 10.730
-47.676 34.334 10.373
-48.481 32.946 10.190
-48.954 31.586 10.692
-49.811 29.911 10.540
-50.678 28.127 10.354
-51.181 27.264 9.980
-51.676 25.744 10.307
-52.375 24.129 10.078
-52.966 22.296 10.340
-53.531 20.973 10.037
-54.349 19.036 9.547
-54.588 18.012 10.071
-55.295 16.200 9.973
-56.124 14.295 9.494
-56.476 13.194 9.817
-57.276 11.323 9.241
-57.738 9.881 9.610
-58.388 8.215 9.201
-58.828 6.724 9.538
-45.650 38.962 9.071
-46.692 37.654 8.368
-47.460 36.258 8.363
-48.131 34.903 8.513
-49.131 32.985 8.493
-49.476 31.973 8.899
-50.340 30.273 8.729
-51.162 28.570 8.507
-51.766 27.259 8.302
-52.218 25.613 8.867
-52.885 24.154 8.450
-53.631 22.412 7.941
-54.137 21.049 7.698
-54.575 19.514 7.946
-55.086 17.875 8.097
-55.809 15.821 8.124
-56.125 14.892 8.270
-56.728 13.266 8.260
-57.557 11.244 7.614
-57.975 9.992 7.819
-58.483 8.661 7.507
-58.990 6.911 8.051
-46.473 39.095 6.845
-47.313 37.549 6.919
-48.133 36.058 6.860
-48.927 34.692 6.638
-49.545 33.440 6.695
-50.464 31.736 6.419
-50.863 30.397 7.063
-51.637 28.742 6.861
-52.347 27.129 6.624
-53.017 25.487 6.373
-53.386 24.091 6.783
-53.916 22.764 6.409
-54.365 21.357 6.342
-54.793 19.804 6.556
-55.581 17.570 6.009
-55.898 16.321 6.586
-56.524 14.575 6.452
-57.145 12.905 6.280
-57.566 11.814 5.969
-58.333 9.657 5.831
-58.812 8.292 5.709
-59.312 6.780 5.537
-46.777 39.338 5.649
-47.684 38.051 5.118
-48.640 36.582 4.575
-49.359 34.818 5.133
-49.929 33.715 5.086
-50.929 31.909 4.668
-51.440 30.582 4.959
-51.917 29.380 5.061
-52.746 27.567 4.607
-53.408 25.660 4.653
-53.707 24.628 4.823
-54.232 22.892 4.896
-54.851 21.224 4.138
-55.308 19.552 4.123
-55.596 18.278 4.568
-56.199 16.212 4.719
-56.767 14.583 4.417
-57.273 13.056 4.600
-57.842 11.651 3.674
-58.414 9.791 4.521
-58.836 8.778 3.651
-59.460 6.798 3.726
-47.387 39.531 3.602
-48.136 38.205 3.496
-49.027 36.649 3.206
-49.806 34.915 3.514
-50.500 33.505 3.503
-51.306 31.832 3.448
-51.950 30.452 3.293
-52.564 29.185 2.888
-53.197 27.300 3.163
-53.726 25.925 2.885
-54.115 24.501 3.155
-54.566 23.028 3.004
-54.956 21.668 2.803
-55.389 20.089 2.562
-55.879 18.247 2.410
-56.487 15.969 2.720
-56.799 15.019 2.475
-57.455 13.079 2.070
-57.968 11.524 2.485
-58.478 10.025 2.722
-59.140 8.192 2.115
-59.592 6.771 1.857
-48.082 39.466 1.406
-48.814 37.923 1.661
-49.280 36.909 1.809
-50.257 35.169 1.267
-50.684 33.988 1.861
-51.435 32.651 1.319
-52.208 30.893 1.333
-52.838 29.384 1.222
-53.306 27.993 1.468
-53.839 26.400 1.469
-54.478 24.417 1.244
-54.924 23.069 0.664
-55.282 21.408 0.984
-55.700 19.792 0.623
-55.951 18.644 0.771
-56.400 16.759 1.026
-57.052 14.598 0.582
-57.394 13.523 0.402
-58.146 11.231 0.873
-58.612 9.917 0.527
-59.080 8.542 0.765
-59.520 7.194 0.729
-48.265 39.959 -0.298
-49.084 38.428 -0.441
-49.734 37.075 -0.438
-50.512 35.406 -0.444
-51.165 33.769 0.084
-51.873 32.269 -0.018
-52.657 30.732 -0.840
-53.148 29.340 -0.473
-53.710 27.859 -0.740
-54.288 25.907 -0.512
-54.664 24.564 -0.458
-55.081 23.023 -0.660
-55.405 21.653 -0.694
-55.820 19.819 -0.909
-56.084 18.492 -0.555
-56.542 16.632 -0.904
-57.058 14.735 -0.632
-57.530 13.225 -0.964
-58.008 11.757 -1.513
-58.679 9.793 -0.589
-59.105 8.584 -0.954
-59.577 7.162 -1.241
-51.606 33.732 -2.497
-51.975 32.652 -1.769
-52.620 31.207 -1.973
-53.336 29.411 -2.084
-53.950 27.724 -2.425
-54.430 26.184 -2.606
-54.812 24.616 -2.135
-55.120 23.527 -2.686
-55.504 21.816 -2.728
-55.859 20.014 -2.487
-56.137 18.642 -2.443
-56.626 16.467 -2.711
-57.062 14.804 -2.726
-57.434 13.554 -2.353
info
numpoints 256
useRealRAS 1
