-71.861 -15.880 29.587
-72.040 -15.965 31.840
-72.140 -15.927 34.024
-72.201 -15.979 36.321
-72.225 -16.149 38.591
-72.068 -15.764 41.649
-71.916 -15.943 44.047
-71.774 -15.936 45.599
-71.589 -16.119 47.759
-71.256 -16.051 50.198
-70.898 -16.133 52.347
-71.448 -13.761 29.646
-71.616 -13.734 31.750
-71.824 -13.977 34.542
-71.895 -14.148 36.146
-71.960 -14.443 38.673
-71.832 -13.998 41.103
-71.795 -14.485 42.969
-71.514 -14.028 45.378
-71.218 -14.044 47.962
-70.900 -14.063 50.142
-70.588 -14.335 52.127
-71.146 -12.410 29.404
-71.304 -12.228 31.618
-71.493 -12.137 34.772
-71.569 -12.191 36.592
-71.616 -12.323 38.660
-71.595 -12.537 41.335
-71.526 -12.823 43.269
-71.256 -12.297 45.406
-71.012 -12.470 47.655
-70.643 -12.458 49.987
-70.266 -12.805 52.218
-70.681 -10.205 29.484
-70.915 -10.319 31.666
-71.063 -10.112 34.192
-71.296 -10.719 36.637
-71.368 -10.907 38.567
-71.233 -10.406 41.451
-71.161 -10.590 43.386
-71.022 -10.767 45.387
-70.723 -10.896 48.029
-70.475 -11.217 49.806
-69.965 -11.194 52.214
-70.272 -8.279 29.648
-70.590 -8.572 32.153
-70.780 -8.821 33.868
-70.922 -8.913 36.007
-70.886 -8.361 38.336
-70.991 -8.918 40.391
-70.912 -9.175 43.407
-70.665 -8.765 45.488
-70.389 -8.763 47.831
-70.220 -9.408 49.645
-69.493 -9.087 52.596
-69.116 -9.226 54.116
-70.005 -7.233 29.322
-70.289 -7.241 31.969
-70.420 -6.920 34.252
-70.610 -7.276 36.208
-70.608 -6.884 38.292
-70.584 -6.734 40.469
-70.500 -6.894 43.326
-70.370 -7.180 45.456
-70.185 -7.428 47.435
-69.807 -7.334 49.719
-69.209 -7.321 52.281
-68.701 -7.661 54.360
-69.478 -4.740 29.534
-69.756 -4.778 31.896
-70.130 -5.434 34.446
-70.217 -5.449 35.570
-70.284 -5.126 38.673
-70.303 -5.239 40.731
-70.281 -5.557 42.805
-70.061 -5.581 45.494
-69.729 -5.291 47.572
-69.285 -5.289 50.022
-68.849 -5.794 52.295
-68.445 -6.033 53.856
-69.166 -3.389 29.487
-69.445 -3.452 31.687
-69.594 -3.142 33.736
-69.820 -3.485 35.599
-70.014 -3.658 38.685
-70.037 -3.780 40.700
-69.987 -3.970 42.755
-69.827 -4.151 45.038
-69.360 -3.810 47.941
-68.971 -3.661 49.773
-68.317 -3.808 52.357
-67.775 -4.169 54.339
-68.650 -1.117 29.607
-69.044 -1.905 31.234
-69.283 -1.775 33.603
-69.436 -1.731 35.374
-69.539 -1.425 37.996
-69.690 -1.898 39.898
-69.572 -1.813 42.991
-69.378 -1.793 44.915
-68.985 -1.983 47.754
-68.602 -2.007 49.620
-67.852 -1.925 52.175
-67.338 -2.170 53.884
-68.184 0.689 29.445
-68.469 0.291 30.780
-68.807 0.176 33.356
-69.065 -0.004 35.472
-69.238 0.025 38.344
-69.260 0.121 40.322
-69.134 0.223 43.012
-68.816 -0.035 45.808
-68.548 -0.205 47.507
-68.018 -0.117 49.665
-67.404 -0.229 51.846
-66.834 -0.480 53.630
-67.717 2.102 28.721
-68.221 1.766 31.636
-68.441 1.901 33.724
-68.518 2.217 35.320
-68.809 1.771 37.951
-68.700 2.316 40.611
-68.717 1.719 42.798
-68.247 2.000 45.454
-67.979 1.709 47.247
-67.395 1.694 49.444
-66.607 1.567 51.980
-65.847 1.285 54.095
-67.295 4.060 29.507
-67.617 3.981 31.504
-67.886 3.921 33.474
-68.111 3.850 35.566
-68.210 4.047 37.893
-68.268 3.935 40.595
-68.076 3.640 43.317
-67.760 3.433 45.446
-67.099 3.808 47.591
-66.657 3.265 49.721
-65.995 3.104 51.685
-65.367 2.884 53.370
-66.801 5.582 29.316
-67.174 5.515 31.554
-67.503 5.203 33.272
-67.654 5.423 35.357
-67.821 5.366 37.562
