-60.422 -26.252 30.959
-60.099 -25.506 31.842
-59.554 -24.923 33.656
-59.185 -24.149 34.575
-58.633 -23.664 36.287
-58.112 -23.285 37.836
-57.679 -22.515 38.738
-57.099 -22.390 40.446
-56.343 -21.848 42.260
-55.802 -20.931 43.149
-55.447 -21.076 44.147
-54.494 -20.270 45.978
-54.009 -19.892 46.858
-53.403 -19.878 48.104
-52.358 -18.970 49.597
-51.582 -18.996 50.943
-60.296 -24.197 30.224
-59.881 -23.851 31.698
-59.601 -23.612 32.640
-58.998 -23.133 34.618
-58.626 -22.459 35.532
-58.079 -22.123 37.188
-57.627 -21.489 38.237
-57.236 -21.413 39.403
-56.448 -20.589 41.186
-56.133 -20.759 42.161
-55.251 -20.015 44.008
-54.649 -19.040 44.901
-53.997 -19.199 46.489
-53.448 -18.681 47.363
-52.579 -18.490 48.951
-51.997 -18.022 49.766
-60.457 -23.162 28.931
-59.972 -22.518 30.526
-59.544 -22.314 32.070
-59.001 -21.949 33.864
-58.687 -21.143 34.495
-58.097 -20.953 36.392
-57.720 -20.202 37.136
-57.110 -20.417 39.146
-56.612 -19.435 39.994
-55.746 -18.647 41.909
-55.417 -18.842 42.889
-54.622 -18.236 44.500
-54.108 -17.810 45.445
-53.470 -17.183 46.490
-52.462 -16.930 48.375
-51.833 -16.461 49.297
-60.454 -21.926 28.176
-59.992 -21.471 29.808
-59.725 -21.051 30.592
-59.152 -20.430 32.382
-58.682 -20.416 34.051
-58.116 -19.888 35.675
-57.609 -19.320 36.941
-57.299 -19.334 37.900
-56.458 -18.358 39.767
-56.084 -18.452 40.873
-55.532 -17.543 41.811
-54.669 -17.009 43.675
-54.171 -16.383 44.495
-53.659 -16.369 45.634
-52.963 -15.546 46.678
-52.215 -15.642 48.216
-60.440 -20.700 27.420
-59.994 -20.153 28.956
-59.660 -20.270 30.360
-59.066 -19.172 31.899
-58.651 -18.986 33.268
-58.329 -18.781 34.246
-57.694 -18.273 36.030
-57.157 -17.543 37.234
-56.769 -17.429 38.307
-55.886 -16.250 40.085
-55.438 -15.953 41.119
-54.794 -15.730 42.639
-54.374 -15.822 43.703
-53.773 -15.422 44.868
-53.199 -15.004 45.900
-52.036 -13.982 47.739
-60.345 -19.394 26.881
-60.033 -19.426 28.289
-59.615 -18.490 29.361
-59.203 -18.196 30.758
-58.734 -18.196 32.469
-58.248 -17.411 33.652
-57.610 -16.771 35.330
-57.223 -16.598 36.442
-56.719 -16.509 37.893
-56.252 -15.543 38.638
-55.458 -15.213 40.620
-55.056 -15.004 41.553
-54.356 -14.246 42.859
-53.909 -13.795 43.651
-52.969 -13.369 45.527
-52.202 -13.283 47.059
-60.338 -18.690 26.358
-60.044 -18.344 27.431
-59.761 -17.837 28.280
-59.132 -16.881 30.119
-58.775 -16.981 31.512
-58.260 -15.938 32.633
-57.748 -15.907 34.324
-57.118 -15.052 35.763
-56.830 -14.960 36.583
-56.184 -14.741 38.332
-55.442 -13.598 39.655
-54.966 -13.378 40.778
-54.244 -12.994 42.370
-53.810 -12.872 43.343
-53.358 -12.743 44.312
-52.600 -12.417 45.789
-60.304 -17.394 25.421
-60.065 -17.168 26.373
-59.583 -16.663 28.120
-59.092 -15.728 29.404
-58.648 -15.463 30.908
-58.400 -15.400 31.761
-57.864 -14.449 32.938
-57.322 -14.326 34.622
-56.649 -13.803 36.357
-56.102 -13.279 37.609
-55.709 -12.798 38.393
-55.028 -12.780 40.234
-54.581 -12.249 41.044
-53.761 -11.367 42.515
-53.251 -11.476 43.793
-52.431 -10.724 45.164
info
numpoints 128
useRealRAS 1
